Date,Category,Sales Revenue,Cost of Goods Sold (COGS),Quantity Sold,Profit,Market Share,Consumer Preference Index,Growth Rate (%),Marketing Spend,Customer Satisfaction,Competitor,Competitor Sales Revenue,Competitor Market Share,Location,Age Group,Seasonality,Sales Channel,Discount/Promotion,Return Rate (%)
2019-08-06,Sports & Outdoors,237104.69,133308.43,4939,103796.26,19.85,78,16.88,35017.44,4.0,Competitor B,589871.37,27.42,Asia,51-65,Year-Round,Online,No,7.69
2020-11-07,Electronics,200984.44,84211.51,2664,116772.93,22.29,68,19.01,70282.22,4.3,Competitor C,587234.95,22.36,South America,36-50,Year-Round,In-Store,No,2.75
2021-10-19,Sports & Outdoors,606785.28,332695.88,662,274089.4,32.84,93,13.09,35470.98,4.4,Competitor C,667628.93,17.69,South America,26-35,Year-Round,Online,Yes,2.87
2024-04-19,Beauty,249818.23,146089.24,2110,103728.99,37.81,72,10.04,97867.71,4.6,Competitor A,753206.94,29.56,Africa,36-50,Year-Round,Online,Yes,4.24
2017-06-18,Electronics,398441.94,161590.75,1445,236851.19,11.88,68,5.21,15010.73,4.3,Competitor A,529863.78,8.05,Africa,65+,Seasonal,Online,No,9.12
2021-10-29,Beauty,124511.57,73571.12,3145,50940.45,40.32,80,16.51,29042.93,3.5,Competitor C,520768.23,24.11,North America,65+,Year-Round,In-Store,Yes,6.56
2024-03-21,Beauty,665699.97,276202.14,3949,389497.83,35.17,82,17.4,24665.35,3.7,Competitor A,650896.33,12.78,South America,18-25,Seasonal,In-Store,No,9.55
2021-01-15,Sports & Outdoors,636645.85,344325.46,901,292320.39,48.04,88,13.88,68999.6,3.8,Competitor A,539023.86,27.6,South America,18-25,Seasonal,In-Store,Yes,6.93
2024-06-21,Clothing,516110.42,270545.44,2395,245564.98,45.78,63,6.49,70854.56,3.9,Competitor A,660150.11,12.29,Europe,26-35,Seasonal,Online,No,2.16
2019-09-13,Sports & Outdoors,817353.36,373459.8,578,443893.56,34.81,66,5.61,78385.59,4.1,Competitor A,789875.89,28.22,North America,65+,Year-Round,In-Store,No,5.59
2020-04-22,Clothing,414895.0,224873.36,3386,190021.64,44.97,69,12.85,59103.93,4.1,Competitor B,619136.62,15.8,Africa,51-65,Year-Round,Online,No,2.54
2017-01-06,Home Goods,773086.88,394471.04,3663,378615.84,37.33,85,11.72,84843.02,4.3,Competitor A,689571.54,25.37,Asia,36-50,Year-Round,Online,No,1.8
2017-05-17,Clothing,422575.51,193069.06,1691,229506.45,40.94,73,10.91,37584.24,4.2,Competitor A,633539.62,16.25,North America,36-50,Year-Round,Both,Yes,2.25
2020-03-02,Clothing,288173.97,152312.03,1682,135861.94,35.15,89,12.91,13041.6,4.7,Competitor A,692567.75,26.75,Africa,51-65,Seasonal,Both,No,1.6
2021-12-08,Clothing,701947.42,338868.67,2213,363078.75,11.92,78,16.91,87536.13,3.7,Competitor B,532931.84,27.71,North America,26-35,Seasonal,Both,No,6.57
2022-01-17,Sports & Outdoors,509081.18,252579.09,3012,256502.09,17.87,64,11.82,80099.98,4.4,Competitor A,736901.62,8.87,Europe,51-65,Seasonal,In-Store,Yes,9.03
2020-01-15,Home Goods,217509.76,104007.48,3344,113502.28,11.45,66,16.84,50379.52,3.5,Competitor C,583033.24,25.28,Asia,51-65,Seasonal,Both,Yes,7.12
2022-09-25,Home Goods,383211.67,183337.52,3259,199874.15,15.72,85,9.24,94634.07,3.7,Competitor C,796211.6,20.41,South America,65+,Seasonal,Online,Yes,6.61
2021-03-02,Electronics,236529.59,121324.83,4035,115204.76,12.28,90,8.72,87258.09,4.2,Competitor B,691748.01,27.86,North America,65+,Year-Round,Online,Yes,1.29
2020-12-11,Home Goods,237211.05,138813.37,1869,98397.68,12.39,61,15.86,18536.57,4.5,Competitor A,790052.02,14.56,Europe,51-65,Year-Round,In-Store,Yes,6.27
2023-09-27,Clothing,375168.89,218641.92,2711,156526.97,29.57,80,15.2,77483.73,4.1,Competitor B,595149.42,23.52,South America,36-50,Year-Round,In-Store,Yes,8.93
2024-05-08,Sports & Outdoors,848075.73,429741.83,1404,418333.9,36.76,60,19.92,55940.06,3.9,Competitor A,636026.82,6.64,Europe,36-50,Seasonal,Online,No,5.06
2022-10-02,Sports & Outdoors,303712.91,176579.7,3934,127133.21,29.59,63,10.0,45169.84,4.0,Competitor C,797935.55,19.95,South America,18-25,Year-Round,Online,No,1.0
2017-11-23,Electronics,542839.81,277759.31,2475,265080.5,30.29,93,12.11,12281.12,4.0,Competitor B,569614.41,23.05,South America,65+,Year-Round,Online,Yes,3.83
2024-10-12,Clothing,652576.99,320187.46,4564,332389.53,27.93,63,15.7,53005.57,4.8,Competitor A,568969.44,25.87,South America,26-35,Seasonal,Online,Yes,2.13
2019-07-14,Electronics,613045.18,300001.78,4213,313043.4,45.15,67,18.7,68787.44,3.9,Competitor B,657582.44,15.59,Europe,26-35,Year-Round,Online,Yes,9.41
2022-08-17,Beauty,458349.9,206149.03,1932,252200.87,30.17,95,17.11,62196.66,4.8,Competitor C,761016.32,7.58,Africa,36-50,Seasonal,Both,No,8.4
2019-04-26,Sports & Outdoors,925365.69,389598.91,3829,535766.78,36.14,88,5.97,49444.66,3.9,Competitor A,751043.0,28.59,Asia,51-65,Seasonal,Online,No,2.11
2018-11-14,Clothing,544848.76,262568.99,3125,282279.77,39.87,80,17.49,43286.82,4.9,Competitor A,655482.31,18.2,South America,51-65,Year-Round,Online,Yes,4.37
2020-08-22,Sports & Outdoors,446829.08,211113.48,4536,235715.6,15.49,65,18.39,60743.25,3.8,Competitor C,727223.22,17.8,North America,51-65,Year-Round,Both,Yes,8.68
2021-07-11,Electronics,952536.08,524458.6,3558,428077.48,26.72,79,11.6,39890.27,3.6,Competitor A,640353.0,10.6,Africa,36-50,Year-Round,Both,Yes,4.19
2019-01-30,Home Goods,194358.31,81051.7,4826,113306.61,38.88,81,18.36,42961.82,3.9,Competitor A,573660.96,29.67,North America,18-25,Seasonal,In-Store,No,6.74
2021-08-16,Beauty,389539.22,207985.77,3607,181553.45,41.37,69,17.15,10318.29,4.4,Competitor B,579844.42,26.11,Europe,18-25,Year-Round,Both,No,5.75
2023-11-05,Sports & Outdoors,604461.64,257455.06,4532,347006.58,21.25,81,10.06,67804.97,3.6,Competitor B,521920.56,23.68,North America,51-65,Seasonal,Online,Yes,4.81
2019-07-19,Clothing,424096.74,190510.11,4047,233586.63,10.99,74,10.63,24539.79,3.8,Competitor C,699771.39,20.53,South America,26-35,Seasonal,Online,Yes,7.21
2023-08-23,Home Goods,548533.17,249043.41,1248,299489.76,36.12,92,18.05,19631.86,4.9,Competitor B,617629.31,27.41,North America,36-50,Seasonal,In-Store,Yes,6.79
2018-12-22,Sports & Outdoors,718636.45,312341.68,3409,406294.77,23.08,74,11.71,85173.71,4.0,Competitor C,739347.86,10.46,South America,26-35,Year-Round,In-Store,No,2.98
2024-11-15,Sports & Outdoors,967162.98,565482.1,1040,401680.88,42.42,75,9.95,36391.24,4.7,Competitor A,618566.29,7.81,South America,26-35,Year-Round,In-Store,Yes,2.24
2020-01-10,Clothing,953840.85,539853.03,720,413987.82,21.3,77,6.67,21214.17,4.2,Competitor B,798180.92,9.5,South America,26-35,Year-Round,Both,Yes,4.28
2019-05-24,Sports & Outdoors,390720.21,228537.29,1265,162182.92,19.8,86,8.59,77199.85,4.7,Competitor C,776086.37,11.35,Asia,26-35,Year-Round,In-Store,Yes,7.47
2020-03-05,Electronics,648142.32,315017.62,962,333124.7,40.78,92,9.31,76517.45,4.5,Competitor B,767416.75,24.95,Africa,65+,Year-Round,Both,No,8.7
2021-05-12,Sports & Outdoors,437416.01,195399.01,1679,242017.0,12.45,65,5.61,27686.45,4.7,Competitor B,778404.82,18.01,Europe,36-50,Seasonal,Online,Yes,2.49
2018-08-07,Home Goods,857916.09,488554.4,2338,369361.69,14.08,64,10.07,35702.78,4.7,Competitor A,598889.98,18.16,South America,65+,Year-Round,Both,Yes,5.34
2021-05-03,Sports & Outdoors,477531.71,208046.16,785,269485.55,49.65,80,12.31,67699.84,4.4,Competitor C,731559.94,12.78,Europe,51-65,Year-Round,Both,No,3.91
2022-09-02,Sports & Outdoors,382755.1,154804.53,532,227950.57,44.94,60,6.85,55494.36,4.0,Competitor A,745320.12,9.54,South America,65+,Year-Round,Both,Yes,9.92
2018-01-28,Home Goods,290490.31,165441.44,1142,125048.87,48.05,76,18.74,65020.82,4.5,Competitor A,789548.89,7.77,Africa,18-25,Year-Round,In-Store,No,5.87
2020-01-12,Clothing,665777.02,391085.21,1773,274691.81,23.3,74,11.45,27523.06,4.4,Competitor C,688322.18,17.71,Europe,65+,Seasonal,Online,Yes,7.76
2023-05-28,Clothing,976019.62,411707.99,984,564311.63,35.07,65,15.69,46844.38,4.5,Competitor A,605903.36,13.13,North America,18-25,Seasonal,Online,No,3.24
2023-11-29,Beauty,373067.33,189037.23,3731,184030.1,21.12,72,8.4,28348.64,3.8,Competitor A,537766.79,20.98,Europe,26-35,Seasonal,Both,Yes,4.63
2019-07-14,Beauty,786954.97,322516.88,922,464438.09,40.79,88,17.94,73811.7,4.1,Competitor C,776211.31,26.22,Europe,65+,Year-Round,In-Store,Yes,9.93
2017-09-30,Sports & Outdoors,252407.23,130838.86,954,121568.37,35.17,75,9.25,59726.83,4.7,Competitor C,718696.52,10.88,Asia,18-25,Year-Round,Online,Yes,1.57
2022-06-12,Electronics,140542.54,58349.04,2767,82193.5,49.25,64,13.55,52866.18,4.3,Competitor B,615437.67,15.03,Asia,26-35,Seasonal,In-Store,Yes,5.8
2019-10-10,Sports & Outdoors,460276.06,211259.65,1488,249016.41,26.23,75,12.43,55461.06,4.4,Competitor A,650813.39,19.16,North America,65+,Seasonal,Both,No,5.53
2023-05-11,Electronics,125893.6,71402.82,1970,54490.78,23.57,80,11.48,58125.72,4.0,Competitor C,675372.38,24.93,North America,65+,Seasonal,Online,Yes,4.67
2018-05-11,Beauty,721703.67,421859.84,2566,299843.83,29.07,75,13.0,85785.57,4.4,Competitor C,718442.08,5.59,South America,65+,Year-Round,Both,No,2.21
2018-03-02,Sports & Outdoors,579013.27,331666.99,626,247346.28,29.29,60,19.8,76670.72,3.9,Competitor B,591133.72,27.07,Asia,36-50,Seasonal,In-Store,No,1.62
2018-10-06,Clothing,770911.59,442709.58,888,328202.01,38.96,89,8.17,82239.25,4.1,Competitor B,514635.42,27.14,Asia,65+,Seasonal,In-Store,Yes,5.67
2024-02-20,Clothing,904122.3,426406.74,1145,477715.56,34.1,90,18.18,29720.33,3.7,Competitor B,650538.18,23.79,South America,18-25,Year-Round,Online,No,6.96
2020-12-18,Clothing,131391.46,60408.29,1979,70983.17,23.63,70,11.79,82851.74,3.6,Competitor C,595435.74,5.56,Europe,65+,Year-Round,Online,No,1.33
2017-07-07,Home Goods,275574.62,122851.69,4846,152722.93,22.62,65,5.64,94423.49,4.2,Competitor A,781377.77,21.84,North America,36-50,Year-Round,In-Store,No,8.71
2018-05-06,Clothing,969180.36,441432.55,3029,527747.81,26.44,93,18.23,40733.99,3.9,Competitor C,699709.01,9.78,Africa,36-50,Seasonal,Online,No,8.19
2022-11-24,Sports & Outdoors,891032.51,434222.82,1679,456809.69,12.49,90,8.67,55132.0,4.7,Competitor B,753255.3,22.42,Asia,18-25,Year-Round,Both,Yes,4.27
2018-09-10,Home Goods,739971.59,437326.46,1266,302645.13,20.97,85,7.42,64491.95,3.7,Competitor A,568623.16,12.35,South America,26-35,Year-Round,Online,No,4.51
2024-08-31,Sports & Outdoors,785357.37,445896.58,1206,339460.79,39.53,69,8.0,14008.78,4.0,Competitor C,532495.58,27.27,Europe,65+,Year-Round,Online,No,2.71
2017-12-27,Home Goods,350253.18,166712.12,3296,183541.06,42.85,64,19.0,54482.0,3.7,Competitor A,504070.46,20.59,Europe,36-50,Seasonal,In-Store,No,5.05
2020-02-13,Home Goods,657232.1,353753.87,3227,303478.23,19.06,70,17.48,45796.52,4.9,Competitor B,674025.85,11.17,North America,51-65,Year-Round,Online,No,3.51
2020-11-30,Home Goods,182638.45,96730.72,521,85907.73,33.18,77,12.78,61276.67,4.8,Competitor C,606000.23,16.58,Asia,65+,Year-Round,Online,No,2.99
2018-10-03,Home Goods,503380.41,211639.9,1621,291740.51,44.34,88,7.72,92378.79,4.3,Competitor B,647763.71,7.31,Africa,18-25,Seasonal,Online,Yes,2.95
2021-02-06,Sports & Outdoors,127275.37,66877.13,3935,60398.24,44.84,68,19.62,17556.19,4.1,Competitor B,604027.28,18.63,South America,51-65,Seasonal,Both,No,8.28
2020-08-26,Sports & Outdoors,795909.19,452702.15,720,343207.04,43.46,80,8.91,16595.08,4.5,Competitor B,653755.71,7.93,North America,26-35,Seasonal,In-Store,No,9.31
2020-11-07,Clothing,342991.87,194881.11,4157,148110.76,26.8,82,13.11,57988.18,3.6,Competitor B,693370.37,24.99,North America,51-65,Year-Round,Both,Yes,7.54
2022-06-28,Home Goods,985054.23,394096.97,3459,590957.26,36.9,73,8.27,26386.46,3.9,Competitor B,742780.13,27.63,Europe,65+,Seasonal,Online,No,6.53
2019-05-18,Home Goods,531589.14,235666.75,4551,295922.39,12.87,65,15.32,85061.35,4.5,Competitor A,673855.64,20.08,Asia,51-65,Year-Round,Both,No,4.72
2023-08-07,Beauty,841232.43,350346.67,4845,490885.76,14.02,75,13.7,97333.14,4.6,Competitor C,651689.81,22.26,North America,18-25,Year-Round,Online,Yes,2.08
2021-01-27,Clothing,317370.29,189851.33,3149,127518.96,34.14,71,19.07,15473.94,4.4,Competitor C,634840.05,10.41,Africa,65+,Seasonal,Both,No,1.28
2022-05-01,Beauty,884381.76,444369.25,4432,440012.51,13.23,84,16.2,13194.77,4.6,Competitor B,659373.33,12.22,South America,18-25,Year-Round,In-Store,No,3.09
2019-10-01,Electronics,833370.6,458456.06,3750,374914.54,37.46,79,5.75,75362.01,4.9,Competitor C,574551.83,16.73,Europe,51-65,Seasonal,In-Store,Yes,2.33
2022-02-02,Clothing,980838.33,410353.95,2202,570484.38,28.8,73,6.15,15239.01,4.9,Competitor C,591253.1,11.86,South America,51-65,Year-Round,In-Store,Yes,2.96
2020-08-25,Sports & Outdoors,132588.17,53329.24,3609,79258.93,12.2,60,11.37,57952.45,4.9,Competitor B,726555.09,23.72,Asia,18-25,Seasonal,In-Store,Yes,9.54
2021-08-07,Beauty,471928.15,227527.48,1256,244400.67,17.97,80,12.87,66775.75,3.8,Competitor C,621875.9,21.46,North America,36-50,Seasonal,In-Store,No,6.68
2019-07-06,Electronics,617449.64,332874.53,3777,284575.11,39.06,82,15.68,11095.45,3.8,Competitor C,726665.69,13.72,South America,65+,Seasonal,Online,No,6.13
2019-06-15,Clothing,517411.95,297942.79,1418,219469.16,23.85,60,13.92,79868.81,4.4,Competitor C,562661.99,26.49,Europe,26-35,Seasonal,Online,Yes,7.33
2024-03-05,Sports & Outdoors,110363.33,62908.03,3307,47455.3,15.21,65,10.9,25514.44,4.6,Competitor B,528216.12,21.37,Africa,26-35,Year-Round,Both,Yes,6.02
2024-11-11,Sports & Outdoors,795957.02,328022.41,810,467934.61,47.09,91,18.98,83517.76,4.0,Competitor B,633984.68,24.32,Asia,65+,Year-Round,Online,Yes,2.69
2021-12-27,Electronics,969967.56,446901.26,515,523066.3,31.79,66,18.96,32596.59,4.5,Competitor C,781694.5,24.79,Africa,51-65,Seasonal,Both,Yes,2.38
2018-03-04,Beauty,487968.61,281849.53,4888,206119.08,39.85,95,13.77,81962.04,3.6,Competitor A,590627.42,5.73,Africa,65+,Seasonal,Both,No,1.85
2024-01-04,Clothing,183045.62,88944.91,1269,94100.71,42.74,80,5.13,60438.64,4.2,Competitor A,586189.17,6.71,North America,65+,Year-Round,Online,No,7.06
2019-12-20,Clothing,366986.05,189716.21,708,177269.84,22.67,71,17.48,86525.24,3.5,Competitor B,581466.62,10.24,Africa,18-25,Year-Round,Both,Yes,2.92
2021-02-21,Clothing,748446.31,437648.8,2296,310797.51,11.15,70,16.65,53528.98,3.5,Competitor C,646506.21,29.39,North America,36-50,Seasonal,Online,No,1.24
2019-03-01,Clothing,196393.91,94679.58,3242,101714.33,44.89,84,18.77,92777.72,4.1,Competitor C,796408.51,10.13,South America,36-50,Seasonal,Online,Yes,2.89
2022-04-08,Electronics,905283.89,441897.85,4399,463386.04,30.29,78,11.18,70540.59,4.7,Competitor A,510465.34,17.02,North America,65+,Seasonal,Both,Yes,1.2
2021-04-27,Beauty,128899.35,76742.58,3445,52156.77,26.97,62,9.12,64030.43,4.1,Competitor B,732513.15,27.33,South America,36-50,Year-Round,In-Store,No,4.08
2017-07-10,Clothing,552636.98,280089.23,937,272547.75,40.97,93,18.36,70392.69,4.5,Competitor C,719200.6,27.23,Europe,26-35,Year-Round,In-Store,Yes,4.56
2023-09-22,Beauty,983528.7,415158.35,2658,568370.35,47.97,74,13.47,20415.98,4.8,Competitor C,653080.49,7.32,South America,51-65,Year-Round,Both,Yes,7.02
2024-02-13,Beauty,757681.89,380372.81,4455,377309.08,31.71,94,17.23,21461.23,4.4,Competitor B,671197.4,28.63,Europe,36-50,Year-Round,Online,Yes,4.06
2020-12-06,Home Goods,272494.77,140520.75,2462,131974.02,49.85,86,7.2,25409.39,4.0,Competitor A,657912.08,8.35,Europe,26-35,Year-Round,Both,No,2.11
2019-11-16,Beauty,737386.28,321996.87,1734,415389.41,18.97,75,14.59,91816.18,4.7,Competitor A,692690.63,18.68,Europe,26-35,Seasonal,Both,Yes,9.11
2019-06-11,Clothing,127815.07,70276.5,3491,57538.57,20.9,86,15.53,64402.23,4.0,Competitor B,737825.58,22.73,Asia,18-25,Year-Round,Online,No,5.67
2020-08-06,Home Goods,868761.42,469562.52,3374,399198.9,44.54,92,18.67,65616.99,4.3,Competitor B,697922.92,5.11,Asia,36-50,Seasonal,Online,No,2.92
2021-08-06,Home Goods,125847.3,55521.49,2932,70325.81,40.76,67,9.44,98216.71,3.9,Competitor A,717217.0,15.26,South America,36-50,Seasonal,In-Store,No,6.43
2022-09-19,Home Goods,952094.66,393680.51,625,558414.15,18.02,72,11.64,19529.29,4.2,Competitor C,726835.02,8.95,Europe,26-35,Year-Round,Online,No,2.0
2017-05-29,Electronics,733773.23,402987.38,3718,330785.85,35.4,60,13.02,23076.04,4.4,Competitor C,694231.1,17.99,South America,36-50,Seasonal,Online,Yes,3.92
2017-09-13,Clothing,900566.73,491778.13,1380,408788.6,11.7,77,8.51,27833.86,3.8,Competitor B,589809.02,10.05,Europe,65+,Year-Round,Both,Yes,4.17
2019-12-22,Electronics,590792.18,305264.55,4582,285527.63,16.21,95,19.46,68561.27,5.0,Competitor A,676015.45,23.88,Asia,18-25,Year-Round,Online,Yes,4.22
2023-01-02,Beauty,654645.59,345321.46,1391,309324.13,24.84,71,12.98,38442.51,4.1,Competitor C,720634.65,22.72,North America,26-35,Year-Round,Online,Yes,6.12
2023-06-08,Sports & Outdoors,273561.83,150190.95,1015,123370.88,14.08,60,18.56,85636.5,4.3,Competitor C,609737.14,17.09,Asia,26-35,Seasonal,Online,No,1.5
2023-07-14,Sports & Outdoors,623694.28,318718.41,4420,304975.87,33.49,80,11.03,51256.05,4.8,Competitor C,550145.95,28.73,South America,18-25,Seasonal,Online,Yes,9.42
2024-07-27,Home Goods,834131.34,338213.24,2590,495918.1,45.7,80,14.15,44011.85,4.8,Competitor A,777271.77,29.27,North America,26-35,Year-Round,In-Store,Yes,2.66
2018-06-30,Clothing,265287.55,133080.86,3427,132206.69,40.54,94,18.49,87398.76,4.6,Competitor B,602252.48,15.2,Africa,65+,Year-Round,Online,Yes,7.81
2019-12-18,Electronics,101887.81,49590.55,4525,52297.26,40.53,87,8.53,83350.31,4.7,Competitor B,712354.95,18.5,South America,18-25,Year-Round,Online,Yes,6.46
2022-12-04,Home Goods,706418.47,316645.7,2728,389772.77,16.49,79,11.47,69787.27,4.3,Competitor B,629861.0,6.43,Europe,18-25,Year-Round,In-Store,No,2.08
2024-10-06,Sports & Outdoors,613620.61,306705.67,3237,306914.94,12.33,84,11.78,25177.61,4.4,Competitor C,664499.93,13.85,North America,26-35,Seasonal,In-Store,No,7.44
2018-03-07,Home Goods,845452.85,380015.0,1137,465437.85,19.78,81,16.62,43390.21,4.7,Competitor C,560802.54,15.7,Europe,65+,Seasonal,In-Store,Yes,7.57
2017-08-03,Clothing,291596.8,166052.47,2571,125544.33,36.21,76,9.49,32307.92,3.5,Competitor B,656431.4,18.73,Europe,51-65,Year-Round,Both,Yes,1.23
2019-05-29,Sports & Outdoors,238295.42,103366.23,4147,134929.19,13.22,71,9.35,20880.47,4.4,Competitor B,734620.16,23.09,Asia,51-65,Seasonal,Online,No,1.09
2020-10-28,Clothing,428618.03,216702.68,3937,211915.35,39.42,77,7.64,59289.54,4.9,Competitor B,675811.16,18.32,North America,26-35,Year-Round,In-Store,No,9.58
2020-12-16,Beauty,826276.09,442670.46,1403,383605.63,26.61,92,15.93,43622.05,4.8,Competitor C,557150.23,7.41,Africa,26-35,Seasonal,Online,Yes,3.66
2018-04-20,Electronics,986832.93,450219.13,1658,536613.8,45.5,92,14.97,55487.49,5.0,Competitor A,698596.0,29.15,Asia,26-35,Seasonal,In-Store,No,5.08
2019-08-22,Clothing,642222.6,297140.2,3629,345082.4,24.81,77,17.65,53850.4,3.8,Competitor B,606298.66,18.13,North America,51-65,Seasonal,In-Store,Yes,7.86
2024-02-14,Beauty,608733.99,307479.56,2237,301254.43,18.19,79,19.25,34602.0,4.6,Competitor B,636589.61,20.96,North America,26-35,Year-Round,Both,Yes,1.29
2017-12-15,Beauty,509851.35,300782.17,3748,209069.18,33.62,88,17.16,38060.1,4.1,Competitor C,664119.47,19.9,Africa,65+,Year-Round,Both,Yes,3.81
2023-08-18,Clothing,211937.74,89706.38,1775,122231.36,39.53,86,17.94,86682.2,4.4,Competitor B,611763.42,13.13,Asia,18-25,Seasonal,Both,Yes,9.57
2021-12-09,Electronics,430906.48,243217.34,4908,187689.14,17.66,73,12.98,62062.8,4.4,Competitor B,538965.34,6.05,Asia,51-65,Seasonal,Both,Yes,5.22
2020-11-14,Electronics,165349.96,78163.87,871,87186.09,30.5,72,18.72,68221.74,4.9,Competitor C,609133.13,23.77,Europe,26-35,Year-Round,Both,Yes,4.01
2020-10-24,Sports & Outdoors,287479.77,128954.57,3283,158525.2,41.75,80,9.88,45531.1,3.9,Competitor B,722127.6,24.33,Europe,65+,Year-Round,Online,Yes,2.1
2022-10-08,Beauty,727713.58,426777.33,800,300936.25,28.86,95,19.05,73530.48,3.9,Competitor B,611538.92,9.61,South America,18-25,Seasonal,Online,Yes,2.02
2017-08-06,Clothing,377093.85,157003.52,756,220090.33,30.95,83,13.89,17044.31,3.9,Competitor B,608149.17,11.41,South America,18-25,Seasonal,Online,No,4.45
2024-11-30,Home Goods,170159.24,72137.83,4934,98021.41,25.66,94,5.36,84482.5,5.0,Competitor C,732626.7,19.06,South America,36-50,Year-Round,Both,No,5.24
2018-08-17,Clothing,421274.94,184863.51,709,236411.43,10.86,71,13.62,72822.03,4.6,Competitor A,768114.8,18.16,Africa,36-50,Seasonal,In-Store,Yes,7.63
2018-07-11,Electronics,431093.99,241447.07,2033,189646.92,22.47,67,11.89,74795.4,4.8,Competitor A,562645.42,21.61,Europe,26-35,Year-Round,In-Store,No,2.22
2020-01-31,Beauty,520835.69,277897.64,2006,242938.05,21.25,64,17.16,24819.38,3.9,Competitor A,518341.63,21.45,Africa,65+,Year-Round,Both,Yes,2.03
2020-10-07,Sports & Outdoors,345576.83,201393.48,1371,144183.35,38.01,60,15.32,60810.77,4.2,Competitor B,726101.7,9.19,Europe,18-25,Year-Round,In-Store,Yes,1.29
2020-01-12,Home Goods,735538.66,341110.49,2305,394428.17,49.24,79,17.96,52907.62,4.1,Competitor A,511148.48,22.49,Africa,18-25,Seasonal,Both,No,5.45
2024-09-27,Beauty,453577.71,204355.65,4259,249222.06,46.72,62,5.18,51537.04,3.7,Competitor C,609218.95,8.6,North America,36-50,Seasonal,Online,Yes,1.79
2020-06-14,Beauty,928121.72,465267.29,2168,462854.43,24.97,60,14.84,67687.58,4.2,Competitor C,791859.41,8.33,Europe,18-25,Seasonal,Online,Yes,8.45
2018-02-08,Sports & Outdoors,241617.83,144358.73,916,97259.1,42.99,77,17.28,75288.79,4.2,Competitor B,537501.21,21.35,Africa,51-65,Seasonal,In-Store,No,5.98
2022-01-25,Clothing,382534.14,156788.83,1260,225745.31,48.47,91,16.64,77821.89,4.4,Competitor C,562840.57,23.6,North America,18-25,Seasonal,In-Store,No,5.29
2017-02-10,Sports & Outdoors,505470.21,239929.74,978,265540.47,17.91,67,5.16,80066.46,4.7,Competitor C,749406.09,11.48,Africa,65+,Year-Round,Online,No,1.22
2017-07-04,Electronics,165714.14,87590.42,751,78123.72,10.26,83,11.03,10971.0,4.1,Competitor A,583399.04,23.39,Asia,36-50,Seasonal,In-Store,No,4.47
2018-12-23,Home Goods,204664.06,89947.66,1906,114716.4,41.32,64,10.32,72520.62,4.1,Competitor B,701288.5,16.99,Africa,18-25,Year-Round,In-Store,No,5.17
2024-03-12,Home Goods,679666.73,272753.44,926,406913.29,35.0,75,15.52,85967.44,4.0,Competitor B,622194.18,24.35,Europe,51-65,Year-Round,Both,No,7.05
2021-07-19,Sports & Outdoors,124703.18,52496.16,4148,72207.02,21.56,64,15.26,89782.64,3.7,Competitor A,569733.49,26.99,North America,36-50,Seasonal,Both,No,3.5
2017-11-06,Home Goods,186232.21,86952.31,1070,99279.9,21.88,64,6.96,46095.62,4.6,Competitor B,559437.34,19.96,Asia,65+,Seasonal,Online,Yes,4.78
2023-03-27,Sports & Outdoors,231059.31,133575.81,3749,97483.5,23.32,74,18.32,79190.01,4.1,Competitor C,698536.92,9.35,Africa,26-35,Year-Round,Online,Yes,9.47
2022-07-12,Clothing,610987.45,350227.95,2295,260759.5,25.48,79,8.72,53701.71,4.5,Competitor B,550773.86,27.74,North America,18-25,Seasonal,Both,No,7.41
2023-03-23,Electronics,251127.35,116839.65,584,134287.7,45.53,65,15.68,92490.38,4.4,Competitor A,790763.29,25.21,Europe,18-25,Seasonal,Online,No,6.95
2020-07-12,Electronics,187656.45,86890.63,4945,100765.82,33.78,87,8.29,77305.26,4.8,Competitor B,640929.97,9.18,South America,36-50,Year-Round,Both,No,2.37
2022-05-11,Sports & Outdoors,948355.29,422061.24,2668,526294.05,40.9,80,5.15,44164.24,4.4,Competitor A,586004.27,14.98,North America,18-25,Seasonal,In-Store,No,6.33
2019-08-14,Beauty,135459.66,70292.37,1333,65167.29,17.05,91,19.7,10832.44,3.6,Competitor A,631234.18,28.24,Africa,65+,Year-Round,Both,Yes,4.26
2017-09-08,Beauty,795783.28,336576.5,2936,459206.78,17.39,68,14.79,73900.84,4.4,Competitor C,595805.69,13.34,Africa,18-25,Seasonal,Online,Yes,7.12
2023-08-11,Electronics,429186.77,199383.71,3153,229803.06,20.82,62,8.14,36283.75,3.7,Competitor C,662522.74,26.65,South America,26-35,Year-Round,In-Store,Yes,4.01
2017-07-31,Clothing,602481.68,315438.07,1427,287043.61,32.3,85,7.09,37897.76,4.7,Competitor A,543344.53,15.24,Asia,26-35,Year-Round,Online,Yes,8.93
2022-06-02,Beauty,271323.64,114902.59,3332,156421.05,39.64,76,6.92,46547.77,4.4,Competitor A,631869.82,11.31,South America,65+,Seasonal,In-Store,No,6.79
2018-12-31,Sports & Outdoors,526369.59,252157.15,3548,274212.44,15.43,66,6.55,80974.58,4.5,Competitor B,705226.48,16.66,Asia,36-50,Seasonal,In-Store,Yes,3.54
2019-10-31,Clothing,118121.78,56846.26,3627,61275.52,21.36,64,9.71,77116.46,4.0,Competitor C,799764.06,29.46,Europe,18-25,Seasonal,Online,Yes,5.88
